Roll No,Institute,Current Semester,Gender,Admission Cast Category,Religion,Permanent District,Total Fees,Last Exam,Last Exam Percentage,Last Exam Passing,Last Exam Board/Uni.,Specialisation,Churn,student_status_new,data,is_churned,Churn Label
26BCA45533,BPCCS,6,Male,OPEN,Hindu,AHMEDABAD,18000,HSC,39.5,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45534,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,50.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45535,BPCCS,6,Female,SCST,Hindu,GANDHINAGAR,18000,HSC,54.6,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45536,BPCCS,6,Male,OPEN,Hindu,JUNAGADH,18000,HSC,75.4,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn,0,Active
26BCA45537,BPCCS,6,Female,OPEN,Hindu,BANASKANTHA,18000,HSC,60.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45538,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,45.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45539,BPCCS,6,Female,OPEN,Hindu,BANASKANTHA,18000,HSC,61.0,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45540,BPCCS,6,Male,SEBC,Muslim,GANDHINAGAR,18000,HSC,47.7,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45541,BPCCS,6,Male,OBC,Hindu,AHMEDABAD,18000,HSC,60.0,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45542,BPCCS,6,Female,SEBC,Hindu,AHMEDABAD,18000,HSC,56.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45543,BPCCS,6,Male,OBC,Hindu,AHMEDABAD,18000,HSC,59.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45544,BPCCS,6,Male,SCST,Hindu,AHMEDABAD,18000,HSC,54.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45545,BPCCS,6,Male,SEBC,Hindu,GANDHINAGAR,18000,HSC,64.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45546,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,70.8,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45547,BPCCS,6,Female,OPEN,Hindu,KUTCH,18000,HSC,64.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45548,BPCCS,6,Female,SEBC,Hindu,KUTCH,18000,HSC,80.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45549,BPCCS,6,Female,SEBC,Hindu,GANDHINAGAR,18000,HSC,68.5,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45550,BPCCS,6,Male,SEBC,Hindu,SURENDRANAGAR,18000,HSC,75.5,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45551,BPCCS,6,Male,OBC,Hindu,AHMEDABAD,18000,HSC,60.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45552,BPCCS,6,Female,OPEN,Hindu,AHMEDABAD,18000,HSC,76.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45553,BPCCS,6,Male,OPEN,Hindu,BOTAD,18000,HSC,50.7,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45554,BPCCS,6,Male,OPEN,Hindu,MEHSANA,18000,HSC,47.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45555,BPCCS,6,Female,OPEN,Hindu,AHMEDABAD,18000,HSC,62.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45556,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,48.8,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45557,BPCCS,6,Male,OBC,Hindu,GANDHINAGAR,18000,HSC,80.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45558,BPCCS,6,Female,SCST,Hindu,GANDHINAGAR,18000,HSC,60.0,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45559,BPCCS,6,Male,OPEN,Muslim,MORBI,18000,HSC,63.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45560,BPCCS,6,Male,SEBC,Muslim,GANDHINAGAR,18000,HSC,47.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45561,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,71.9,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45562,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,39.8,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45563,BPCCS,6,Male,SEBC,Hindu,BOTAD,18000,HSC,83.1,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn,0,Active
26BCA45564,BPCCS,6,Male,OPEN,Hindu,SURENDRANAGAR,18000,HSC,44.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45565,BPCCS,6,Male,OBC,Hindu,GANDHINAGAR,18000,HSC,41.8,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45566,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,54.8,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45567,BPCCS,6,Female,SEBC,Hindu,AHMEDABAD,18000,HSC,56.9,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45568,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,74.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45569,BPCCS,6,Female,OPEN,Hindu,AHMEDABAD,18000,SSC,62.8,2021-22,GSEB,COMMERCE,0,active,Not Churn,0,Active
26BCA45570,BPCCS,6,Male,OBC,Hindu,AHMEDABAD,18000,HSC,66.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45571,BPCCS,6,Female,SCST,Hindu,BHAVNAGAR,18000,HSC,79.5,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn,0,Active
26BCA45572,BPCCS,4,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,55.5,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn,0,Active
26BCA45573,BPCCS,6,Female,SCST,Hindu,BHAVNAGAR,18000,HSC,79.4,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn,0,Active
26BCA45574,BPCCS,6,Male,OPEN,Hindu,AHMEDABAD,18000,HSC,56.3,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45575,BPCCS,6,Male,OPEN,Muslim,MORBI,18000,HSC,73.9,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45576,BPCCS,6,Male,OPEN,Muslim,BHAVNAGAR,18000,HSC,61.9,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45577,BPCCS,6,Male,SEBC,Muslim,GANDHINAGAR,18000,HSC,64.0,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45578,BPCCS,6,Female,OPEN,Hindu,JAMNAGAR,18000,HSC,44.6,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45579,BPCCS,6,Male,OPEN,Hindu,MEHSANA,18000,HSC,83.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45580,BPCCS,6,Male,OPEN,Hindu,AMRELI,18000,HSC,67.0,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45581,BPCCS,6,Female,OPEN,Hindu,ANAND,18000,HSC,68.6,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45582,BPCCS,6,Female,OPEN,Hindu,RAJKOT,18000,HSC,76.7,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45583,BPCCS,6,Male,OPEN,Muslim,BHAVNAGAR,18000,HSC,61.3,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45584,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,75.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45585,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,76.0,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45586,BPCCS,6,Male,OPEN,Hindu,DEVBHUMI DWARKA,18000,HSC,53.0,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45587,BPCCS,6,Female,SEBC,Hindu,GANDHINAGAR,18000,HSC,53.3,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45588,BPCCS,6,Male,OPEN,Hindu,SABARKANTHA,18000,HSC,59.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45589,BPCCS,6,Female,SEBC,Hindu,GANDHINAGAR,18000,HSC,51.5,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45590,BPCCS,6,Male,SEBC,Muslim,GANDHINAGAR,18000,HSC,71.6,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26TBCA40001,SVICS-G,3,Male,SEBC,Hindu,SURENDRANAGAR,27000,HSC,70.6,2023-24,G.H.S.E.B,ARTS,0,dropout_mid,Churn,0,Active
26TBCA40002,SVICS-G,3,Female,SEBC,Hindu,AMRELI,27000,HSC,80.4,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40003,SVICS-G,3,Male,SEBC,Hindu,GANDHINAGAR,27000,HSC,63.7,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40004,SVICS-G,3,Female,OBC,Hindu,GANDHINAGAR,27000,HSC,73.6,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40005,SVICS-G,3,Male,SEBC,Hindu,PORBANDAR,27000,HSC,39.9,2023-24,G.H.S.E.B,ARTS,0,dropout_mid,Churn,0,Active
26TBCA40006,SVICS-G,3,Male,OBC,Hindu,AHMEDABAD,27000,HSC,51.1,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26BCA45591,BPCCS,3,Female,SEBC,Hindu,AHMEDABAD,18000,HSC,54.3,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40007,SVICS-G,3,Male,OBC,Hindu,BOTAD,27000,HSC,40.7,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40008,SVICS-G,3,Female,SEBC,Hindu,GANDHINAGAR,27000,HSC,61.6,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40009,SVICS-G,3,Male,OPEN,Hindu,GANDHINAGAR,27000,HSC,57.8,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40010,SVICS-G,3,Male,SEBC,Hindu,AHMEDABAD,27000,HSC,56.5,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40011,SVICS-G,3,Male,OBC,Muslim,SURENDRANAGAR,27000,HSC,70.8,2023-24,CBSE,ARTS,0,dropout_mid,Churn,0,Active
26TBCA40012,SVICS-G,3,Male,OPEN,Hindu,GANDHINAGAR,27000,HSC,58.9,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40013,SVICS-G,3,Male,OBC,Hindu,GANDHINAGAR,27000,HSC,46.6,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40014,SVICS-G,3,Male,SEBC,Hindu,DAHOD,27000,HSC,66.9,2023-24,G.H.S.E.B,ARTS,0,dropout_mid,Churn,0,Active
26TBCA40015,SVICS-G,3,Male,SEBC,Hindu,BANASKANTHA,27000,HSC,71.8,2023-24,G.H.S.E.B,ARTS,0,dropout_mid,Churn,0,Active
26TBCA40016,SVICS-G,3,Female,SEBC,Hindu,GANDHINAGAR,27000,HSC,59.0,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40017,SVICS-G,3,Female,SEBC,Hindu,GANDHINAGAR,27000,HSC,60.2,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40018,SVICS-G,3,Male,SEBC,Hindu,AHMEDABAD,27000,HSC,54.3,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40019,SVICS-G,3,Female,OPEN,Hindu,GANDHINAGAR,27000,HSC,71.7,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40020,SVICS-G,3,Male,OPEN,Hindu,GANDHINAGAR,27000,HSC,49.0,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40021,SVICS-G,3,Female,OPEN,Hindu,SURENDRANAGAR,27000,HSC,68.4,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40022,SVICS-G,3,Male,OPEN,Hindu,SURENDRANAGAR,27000,HSC,73.7,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40023,SVICS-G,3,Female,SEBC,Hindu,GANDHINAGAR,27000,HSC,73.2,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40024,SVICS-G,3,Male,OPEN,Hindu,GANDHINAGAR,27000,HSC,69.3,2023-24,G.H.S.E.B,ARTS,0,dropout_mid,Churn,0,Active
26TBCA40025,SVICS-G,3,Female,SEBC,Hindu,BANASKANTHA,27000,HSC,82.0,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40026,SVICS-G,3,Male,SEBC,Hindu,AHMEDABAD,27000,HSC,68.6,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40027,SVICS-G,3,Male,SEBC,Hindu,AHMEDABAD,27000,HSC,80.5,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40028,SVICS-G,3,Male,OBC,Hindu,DEVBHUMI DWARKA,27000,HSC,75.8,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40029,SVICS-G,3,Female,OPEN,Hindu,AHMEDABAD,27000,HSC,65.5,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40030,SVICS-G,3,Male,OBC,Muslim,SURENDRANAGAR,27000,HSC,71.9,2023-24,CBSE,ARTS,0,dropout_mid,Churn,0,Active
26TBCA40031,SVICS-G,3,Female,SEBC,Hindu,AHMEDABAD,27000,HSC,52.7,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40032,SVICS-G,3,Female,SEBC,Hindu,GANDHINAGAR,27000,HSC,45.8,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40033,SVICS-G,3,Male,SCST,Hindu,GANDHINAGAR,27000,HSC,44.8,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40034,SVICS-G,3,Male,OPEN,Hindu,AHMEDABAD,27000,HSC,58.6,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40035,SVICS-G,3,Female,SEBC,Hindu,GANDHINAGAR,27000,HSC,68.5,2023-24,G.H.S.E.B,ARTS,0,dropout_mid,Churn,0,Active
26TBCA40036,SVICS-G,3,Male,OPEN,Hindu,GANDHINAGAR,27000,HSC,48.9,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40037,SVICS-G,3,Male,SEBC,Hindu,GIR SOMNATH,27000,HSC,64.1,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40038,SVICS-G,3,Male,SEBC,Hindu,AHMEDABAD,27000,HSC,44.9,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40039,SVICS-G,3,Male,SEBC,Hindu,GANDHINAGAR,27000,HSC,71.1,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40040,SVICS-G,3,Male,SEBC,Hindu,SURENDRANAGAR,27000,HSC,72.1,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40041,SVICS-G,3,Female,OPEN,Hindu,GANDHINAGAR,27000,HSC,53.8,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40042,SVICS-G,3,Male,OPEN,Hindu,GANDHINAGAR,27000,HSC,66.2,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40043,SVICS-G,3,Female,OPEN,Hindu,GANDHINAGAR,27000,HSC,59.2,2023-24,G.H.S.E.B,ARTS,0,dropout_mid,Churn,0,Active
26TBCA40044,SVICS-G,3,Female,SCST,Hindu,AHMEDABAD,27000,HSC,74.8,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40045,SVICS-G,3,Male,SEBC,Muslim,AHMEDABAD,27000,HSC,45.1,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40046,SVICS-G,3,Female,OPEN,Hindu,AHMEDABAD,27000,HSC,61.8,2023-24,G.H.S.E.B,ARTS,0,dropout_mid,Churn,0,Active
26TBCA40047,SVICS-G,3,Male,OPEN,Hindu,MORBI,27000,HSC,44.6,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40048,SVICS-G,3,Female,OBC,Muslim,GANDHINAGAR,27000,HSC,56.3,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40049,SVICS-G,3,Male,OPEN,Hindu,GANDHINAGAR,27000,HSC,49.1,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40050,SVICS-G,3,Male,OPEN,Hindu,GANDHINAGAR,27000,HSC,61.0,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40051,SVICS-G,3,Male,SEBC,Hindu,AHMEDABAD,27000,HSC,43.2,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40052,SVICS-G,3,Male,OPEN,Hindu,SURENDRANAGAR,27000,HSC,79.0,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40053,SVICS-G,3,Male,OPEN,Hindu,RAJKOT,27000,HSC,72.1,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40054,SVICS-G,3,Female,OPEN,Hindu,AHMEDABAD,27000,HSC,58.7,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40055,SVICS-G,3,Male,OPEN,Hindu,GANDHINAGAR,27000,HSC,57.6,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40056,SVICS-G,3,Male,OPEN,Hindu,GANDHINAGAR,27000,HSC,63.1,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40057,SVICS-G,3,Male,OPEN,Hindu,GIR SOMNATH,27000,HSC,74.8,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40058,SVICS-G,3,Male,SEBC,Hindu,AHMEDABAD,27000,HSC,58.9,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40059,SVICS-G,3,Female,OPEN,Jain,GANDHINAGAR,27000,HSC,49.8,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40060,SVICS-G,3,Female,OPEN,Hindu,ARVALLI,27000,HSC,54.7,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40061,SVICS-G,3,Male,SCST,Hindu,GANDHINAGAR,27000,HSC,44.1,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40062,SVICS-G,3,Male,SCST,Hindu,GANDHINAGAR,27000,HSC,63.8,2022-23,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40063,SVICS-G,3,Male,OBC,Hindu,AHMEDABAD,27000,HSC,41.3,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40064,SVICS-G,3,Male,SEBC,Hindu,AHMEDABAD,27000,HSC,39.5,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40065,SVICS-G,3,Male,SCST,Hindu,GANDHINAGAR,27000,HSC,50.9,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40066,SVICS-G,3,Female,OPEN,Hindu,GIR SOMNATH,27000,HSC,76.8,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40067,SVICS-G,3,Male,OPEN,Hindu,GANDHINAGAR,27000,HSC,47.9,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40068,SVICS-G,3,Female,OBC,Hindu,GANDHINAGAR,27000,HSC,83.2,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40069,SVICS-G,3,Male,SEBC,Hindu,AHMEDABAD,27000,HSC,48.3,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40070,SVICS-G,3,Female,OPEN,Hindu,GIR SOMNATH,27000,HSC,74.2,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40071,SVICS-G,3,Male,OPEN,Christian,GANDHINAGAR,27000,HSC,73.6,2022-23,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40072,SVICS-G,3,Male,OBC,Hindu,AHMEDABAD,27000,HSC,42.9,2023-24,G.H.S.E.B,ARTS,0,dropout_mid,Churn,0,Active
26TBCA40073,SVICS-G,3,Female,SEBC,Hindu,MEHSANA,27000,SSC,70.1,2021-22,GSEB,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40074,SVICS-G,3,Male,OPEN,Hindu,MORBI,27000,HSC,42.1,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40075,SVICS-G,3,Male,OPEN,Hindu,AHMEDABAD,27000,HSC,65.7,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40076,SVICS-G,3,Male,OPEN,Hindu,MEHSANA,27000,HSC,39.5,2023-24,G.H.S.E.B,ARTS,0,dropout_mid,Churn,0,Active
26BCA45592,BPCCS,3,Female,OPEN,Hindu,AHMEDABAD,18000,HSC,56.3,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40077,SVICS-G,3,Male,OPEN,Hindu,GANDHINAGAR,27000,HSC,60.7,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26BCA45593,BPCCS,3,Male,OPEN,Hindu,JUNAGADH,18000,HSC,52.3,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40078,SVICS-G,3,Female,OPEN,Hindu,AHMEDABAD,27000,HSC,66.7,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40079,SVICS-G,3,Female,SEBC,Hindu,GANDHINAGAR,27000,HSC,81.8,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40080,SVICS-G,3,Male,OBC,Hindu,AHMEDABAD,27000,HSC,47.0,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40081,SVICS-G,3,Male,SEBC,Hindu,SURENDRANAGAR,27000,HSC,68.8,2023-24,G.H.S.E.B,ARTS,0,dropout_mid,Churn,0,Active
26TBCA40082,SVICS-G,3,Male,OBC,Hindu,SURENDRANAGAR,27000,HSC,53.3,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40083,SVICS-G,3,Female,OPEN,Hindu,GANDHINAGAR,27000,HSC,62.1,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40084,SVICS-G,3,Male,OPEN,Hindu,MEHSANA,27000,HSC,40.6,2023-24,G.H.S.E.B,ARTS,0,dropout_mid,Churn,0,Active
26TBCA40085,SVICS-G,3,Male,SEBC,Hindu,GANDHINAGAR,27000,HSC,54.2,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40086,SVICS-G,3,Female,SEBC,Hindu,SURENDRANAGAR,27000,HSC,75.6,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40087,SVICS-G,3,Male,OBC,Hindu,ARVALLI,27000,HSC,49.6,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40088,SVICS-G,3,Male,SEBC,Hindu,AHMEDABAD,27000,HSC,58.2,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40089,SVICS-G,3,Female,OPEN,Hindu,GANDHINAGAR,27000,HSC,58.9,2023-24,G.H.S.E.B,ARTS,0,dropout_mid,Churn,0,Active
26TBCA40090,SVICS-G,3,Male,SEBC,Muslim,GANDHINAGAR,27000,HSC,46.7,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40091,SVICS-G,3,Male,OPEN,Hindu,GANDHINAGAR,27000,HSC,62.3,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40092,SVICS-G,3,Female,OPEN,Hindu,MEHSANA,27000,HSC,54.9,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40093,SVICS-G,3,Male,OBC,Hindu,AHMEDABAD,27000,HSC,51.9,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26BCA45594,BPCCS,3,Male,SEBC,Hindu,AHMEDABAD,18000,HSC,62.4,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40094,SVICS-G,3,Male,SEBC,Hindu,GIR SOMNATH,27000,HSC,66.5,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40095,SVICS-G,3,Male,OBC,Hindu,AHMEDABAD,27000,HSC,42.8,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
26TBCA40096,SVICS-G,3,Male,OPEN,Hindu,AHMEDABAD,27000,HSC,78.5,2022-23,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn,0,Active
